"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"den Uil M.G.; Hut H.W.; Wagelaar K.R.; Abdullah-Koolmees H.; Cahn W.; Wilting I.; Deneer V.H.M.","den Uil, Manon G. (58567098100); Hut, Hannelotte W. (58567098200); Wagelaar, Kay R. (57208424016); Abdullah-Koolmees, Heshu (55413533300); Cahn, Wiepke (56099614300); Wilting, Ingeborg (16200405300); Deneer, Vera H. M. (13411425300)","58567098100; 58567098200; 57208424016; 55413533300; 56099614300; 16200405300; 13411425300","Pharmacogenetics and phenoconversion: the influence on side effects experienced by psychiatric patients","2023","Frontiers in Genetics","14","","1249164","","","","3","10.3389/fgene.2023.1249164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170236809&doi=10.3389%2ffgene.2023.1249164&partnerID=40&md5=ee6a1d6d471662983c188d6161265a3f","Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands; Department of Clinical Pharmacy, Medisch Spectrum Twente, Enschede, Netherlands; Pharmacy and Clinical Pharmacology, Amsterdam University Medical Center, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Division of Pharmacoepidemiology and Clinical Pharmacology, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, Utrecht, Netherlands; Department of Psychiatry, Rudolf Magnus Institute of Neuroscience, University Medical Center Utrecht, Utrecht, Netherlands","den Uil M.G., Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands; Hut H.W., Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands; Wagelaar K.R., Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands, Department of Clinical Pharmacy, Medisch Spectrum Twente, Enschede, Netherlands; Abdullah-Koolmees H., Pharmacy and Clinical Pharmacology, Amsterdam University Medical Center, Vrije Universiteit Amsterdam, Amsterdam, Netherlands, Division of Pharmacoepidemiology and Clinical Pharmacology, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, Utrecht, Netherlands; Cahn W., Department of Psychiatry, Rudolf Magnus Institute of Neuroscience, University Medical Center Utrecht, Utrecht, Netherlands; Wilting I., Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands; Deneer V.H.M., Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands, Division of Pharmacoepidemiology and Clinical Pharmacology, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, Utrecht, Netherlands","V.H.M. Deneer; Division Laboratories, Pharmacy and Biomedical Genetics, Clinical Pharmacy, University Medical Centre Utrecht, Utrecht, Netherlands; email: v.h.m.deneer@umcutrecht.nl","","Frontiers Media SA","16648021","","","","English","Front. Genet.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85170236809"
"Moschny N.; Hefner G.; Grohmann R.; Eckermann G.; Maier H.B.; Seifert J.; Heck J.; Francis F.; Bleich S.; Toto S.; Meissner C.","Moschny, Nicole (57200940556); Hefner, Gudrun (55907411000); Grohmann, Renate (7005318151); Eckermann, Gabriel (8557925800); Maier, Hannah B. (57200937101); Seifert, Johanna (57217030972); Heck, Johannes (57217034239); Francis, Flverly (41261329900); Bleich, Stefan (7006569947); Toto, Sermin (54409381400); Meissner, Catharina (57221907539)","57200940556; 55907411000; 7005318151; 8557925800; 57200937101; 57217030972; 57217034239; 41261329900; 7006569947; 54409381400; 57221907539","Therapeutic drug monitoring of second-and third-generation antipsychotic drugs—influence of smoking behavior and inflammation on pharmacokinetics","2021","Pharmaceuticals","14","6","514","","","","29","10.3390/ph14060514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107729769&doi=10.3390%2fph14060514&partnerID=40&md5=0eb78cb1e4e6459f3c6c3df7ad644170","Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Department of Psychiatry and Psychotherapy, Vitos Clinic for Forensic Psychiatry, Kloster-Eberbach-Str. 4, Eltville, 65346, Germany; Department of Psychiatry and Psychotherapy, Ludwig Maximilian University of Munich, Nussbaum-Str. 7, Munich, 80336, Germany; Department of Forensic Psychiatry and Psychotherapy, Hospital Kaufbeuren, Kemnater-Str. 16, Kaufbeuren, 87600, Germany; Institute for Clinical Pharmacology, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany","Moschny N., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Hefner G., Department of Psychiatry and Psychotherapy, Vitos Clinic for Forensic Psychiatry, Kloster-Eberbach-Str. 4, Eltville, 65346, Germany; Grohmann R., Department of Psychiatry and Psychotherapy, Ludwig Maximilian University of Munich, Nussbaum-Str. 7, Munich, 80336, Germany; Eckermann G., Department of Forensic Psychiatry and Psychotherapy, Hospital Kaufbeuren, Kemnater-Str. 16, Kaufbeuren, 87600, Germany; Maier H.B., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Seifert J., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Heck J., Institute for Clinical Pharmacology, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Francis F., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Bleich S., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Toto S., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany; Meissner C., Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Carl-Neuberg-Str. 1, Hannover, 30625, Germany","N. Moschny; Department of Psychiatry, Social Psychiatry and Psychotherapy, Hannover Medical School, Hannover, Carl-Neuberg-Str. 1, 30625, Germany; email: moschny.nicole@mh-hannover.de","","MDPI","14248247","","","","English","Pharmaceuticals","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85107729769"
"Duconge J.; Ruaño G.","Duconge, Jorge (6602574514); Ruaño, Gualberto (7004706015)","6602574514; 7004706015","'Generic to genetic transition in cardiovascular and neuropsychiatric drugs: Opportunity for personalized medicine","2012","Pharmacogenomics","13","10","","1097","1100","3","3","10.2217/pgs.12.75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865326622&doi=10.2217%2fpgs.12.75&partnerID=40&md5=c6f80c0095f2344dac884f99744ced72","University of Puerto Rico, Medical Sciences Campus, School of Pharmacy, San Juan, 00936-5067, Puerto Rico; Genetics Research Center, Hartford Hospital and Genomas Inc., Hartford, CT 06106, 67 Jefferson Street, United States","Duconge J., University of Puerto Rico, Medical Sciences Campus, School of Pharmacy, San Juan, 00936-5067, Puerto Rico; Ruaño G., Genetics Research Center, Hartford Hospital and Genomas Inc., Hartford, CT 06106, 67 Jefferson Street, United States","G. Ruaño; Genetics Research Center, Hartford Hospital and Genomas Inc., Hartford, CT 06106, 67 Jefferson Street, United States; email: gruano@harthosp.org","","","17448042","","PARMF","22909196","English","Pharmacogenomics","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84865326622"
"Lee A.K.; Bishop J.R.","Lee, Amy K. (48662320300); Bishop, Jeffrey R. (24068579400)","48662320300; 24068579400","Pharmacogenetics of leptin in antipsychotic-associated weight gain and obesity-related complications","2011","Pharmacogenomics","12","7","","999","1016","17","31","10.2217/pgs.11.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960752412&doi=10.2217%2fpgs.11.45&partnerID=40&md5=ee3b912f37e2cae01475d1c7e16847d5","University of Illinois, Chicago College of Pharmacy, Department of Pharmacy Practice, Chicago, IL 60612, 833 S. Wood St, United States","Lee A.K., University of Illinois, Chicago College of Pharmacy, Department of Pharmacy Practice, Chicago, IL 60612, 833 S. Wood St, United States; Bishop J.R., University of Illinois, Chicago College of Pharmacy, Department of Pharmacy Practice, Chicago, IL 60612, 833 S. Wood St, United States","J.R. Bishop; University of Illinois, Chicago College of Pharmacy, Department of Pharmacy Practice, Chicago, IL 60612, 833 S. Wood St, United States; email: jbishop@uic.edu","","","17448042","","PARMF","21787190","English","Pharmacogenomics","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79960752412"
"Xu M.; Li S.; Xing Q.; Gao R.; Feng G.; Lin Z.; St Clair D.; He L.","Xu, Mingqing (7403607565); Li, Sheng (57192464097); Xing, Qinghe (8282008900); Gao, Rui (55074124600); Feng, Guoyin (57212574531); Lin, Zhiguang (35187519400); St Clair, David (35354078200); He, Lin (55628575651)","7403607565; 57192464097; 8282008900; 55074124600; 57212574531; 35187519400; 35354078200; 55628575651","Genetic variants in the BDNF gene and therapeutic response to risperidone in schizophrenia patients: A pharmacogenetic study","2010","European Journal of Human Genetics","18","6","","707","712","5","33","10.1038/ejhg.2009.238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952672271&doi=10.1038%2fejhg.2009.238&partnerID=40&md5=594ab05d0cda9735052cd3503d73ab11","School of Public Health, Harvard University, Boston, MA, United States; Brigham and Women's Hospital, Harvard Medical School, Boston, MA, United States; Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Center, Shanghai Jiao Tong University, Shanghai, China; Institute for Nutritional Sciences, Chinese Academy of Sciences, Shanghai, China; Shanghai Institute of Mental Health, Shanghai, China; Institutes of Biomedical Sciences, Fudan University, Shanghai, China","Xu M., School of Public Health, Harvard University, Boston, MA, United States, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, United States, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Center, Shanghai Jiao Tong University, Shanghai, China, Institute for Nutritional Sciences, Chinese Academy of Sciences, Shanghai, China; Li S., Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Center, Shanghai Jiao Tong University, Shanghai, China, Institute for Nutritional Sciences, Chinese Academy of Sciences, Shanghai, China; Xing Q., Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Center, Shanghai Jiao Tong University, Shanghai, China, Institute for Nutritional Sciences, Chinese Academy of Sciences, Shanghai, China; Gao R., Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Center, Shanghai Jiao Tong University, Shanghai, China, Institute for Nutritional Sciences, Chinese Academy of Sciences, Shanghai, China; Feng G., Shanghai Institute of Mental Health, Shanghai, China; Lin Z., Shanghai Institute of Mental Health, Shanghai, China; St Clair D., Institutes of Biomedical Sciences, Fudan University, Shanghai, China; He L., Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Bio-X Center, Shanghai Jiao Tong University, Shanghai, China, Institute for Nutritional Sciences, Chinese Academy of Sciences, Shanghai, China","M. Xu; Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, MA 02115, 75 Francis Street, United States; email: mxu4@rics.bwh.harvard.edu","","","14765438","","EJHGE","20087404","English","Eur. J. Hum. Genet.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77952672271"
"Yasui-Furukori N.","Yasui-Furukori, Norio (7003935439)","7003935439","Clinical application of clinical pharmacogenetics in the treatment of schizophrenia","2009","Japanese Journal of Clinical Pharmacology and Therapeutics","40","5","","243","247","4","0","10.3999/jscpt.40.243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350334377&doi=10.3999%2fjscpt.40.243&partnerID=40&md5=11e491119d0dbcd527a29065bc76dd35","","","","","","03881601","","RIYAD","","Japanese","Jpn. J. Clin. Pharmacol. Ther.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-70350334377"
"Lencz T.; Robinson D.G.; Xu K.; Ekholm J.; Sevy S.; Gunduz-Bruce H.; Woerner M.G.; Kane J.M.; Goldman D.; Malhotra A.K.","Lencz, Todd (6603781866); Robinson, Delbert G. (7404645042); Xu, Ke (57225875203); Ekholm, Jenny (57223414914); Sevy, Serge (6603879145); Gunduz-Bruce, Handan (15724937300); Woerner, Margaret G. (7005277911); Kane, John M. (24387940700); Goldman, David (7202137872); Malhotra, Anil K. (7201832955)","6603781866; 7404645042; 57225875203; 57223414914; 6603879145; 15724937300; 7005277911; 24387940700; 7202137872; 7201832955","DRD2 promoter region variation as a predictor of sustained response to antipsychotic medication in first-episode schizophrenia patients","2006","American Journal of Psychiatry","163","3","","529","531","2","147","10.1176/appi.ajp.163.3.529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645944971&doi=10.1176%2fappi.ajp.163.3.529&partnerID=40&md5=3144ce2ecfb56afd8bafa8c54ba01ab0","Zucker Hillside Hospital, Department of Psychiatry Research, Glen Oaks, NY 11004, 75-59 263rd St., United States","Lencz T., Zucker Hillside Hospital, Department of Psychiatry Research, Glen Oaks, NY 11004, 75-59 263rd St., United States; Robinson D.G.; Xu K.; Ekholm J.; Sevy S.; Gunduz-Bruce H.; Woerner M.G.; Kane J.M.; Goldman D.; Malhotra A.K.","T. Lencz; Zucker Hillside Hospital, Department of Psychiatry Research, Glen Oaks, NY 11004, 75-59 263rd St., United States; email: lencz@lij.edu","","","0002953X","","AJPSA","16513877","English","Am. J. Psychiatry","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-33645944971"
"Al Hadithy A.F.; Wilffert B.; Stewart R.E.; Looman N.M.; Bruggeman R.; Brouwers J.R.; Matroos G.E.; Van Os J.; Hoek H.W.; Van Harten P.N.","Al Hadithy, Asmar F. (6506992309); Wilffert, Bob (55653248000); Stewart, Roy E. (7402717523); Looman, Nicole M. (24778391100); Bruggeman, Richard (22933600300); Brouwers, Jacobus R. (16490175800); Matroos, Glenn E. (6506812919); Van Os, Jim (7102358027); Hoek, Hans W. (57202570421); Van Harten, Peter N. (7003481573)","6506992309; 55653248000; 7402717523; 24778391100; 22933600300; 16490175800; 6506812919; 7102358027; 57202570421; 7003481573","Pharmacogenetics of Parkinsonism, rigidity, rest tremor, and bradykinesia in African-Caribbean inpatients: Differences in association with dopamine and serotonin receptors","2008","American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics","147","6","","890","897","7","33","10.1002/ajmg.b.30746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449106702&doi=10.1002%2fajmg.b.30746&partnerID=40&md5=3aab6cee43ae4174fd8f9266c6f4d378","Department of Pharmacotherapy and Pharmaceutical Care, GUIDE, University of Groningen, Groningen, Netherlands; Department of Clinical Pharmacy and Pharmacology, Zorggroep Noorderbreedte and de Tjongerschans, Leeuwarden, Netherlands; Department of Public Health, University Medical Center Groningen, Groningen, Netherlands; Department of Psychiatry, University Medical Center Groningen, Groningen, Netherlands; Dr. D.R. Capriles Clinic, Curaçao, Netherlands Antilles, Netherlands; Psychiatry and Neuropsychology, Maastricht University, Maastricht, Netherlands; Parnassia Psychiatric Institute, The Hague, Netherlands; Symfora Group Psychiatric Centre, Amersfoort, Netherlands; University of Groningen, Pharmacotherapy and Pharmaceutical Care, 9713 AV Groningen, Antonius Deusinglaan 1, Netherlands","Al Hadithy A.F., Department of Pharmacotherapy and Pharmaceutical Care, GUIDE, University of Groningen, Groningen, Netherlands, Department of Clinical Pharmacy and Pharmacology, Zorggroep Noorderbreedte and de Tjongerschans, Leeuwarden, Netherlands, Department of Psychiatry, University Medical Center Groningen, Groningen, Netherlands, University of Groningen, Pharmacotherapy and Pharmaceutical Care, 9713 AV Groningen, Antonius Deusinglaan 1, Netherlands; Wilffert B., Department of Pharmacotherapy and Pharmaceutical Care, GUIDE, University of Groningen, Groningen, Netherlands, Department of Clinical Pharmacy and Pharmacology, Zorggroep Noorderbreedte and de Tjongerschans, Leeuwarden, Netherlands; Stewart R.E., Department of Public Health, University Medical Center Groningen, Groningen, Netherlands; Looman N.M., Department of Pharmacotherapy and Pharmaceutical Care, GUIDE, University of Groningen, Groningen, Netherlands; Bruggeman R., Department of Pharmacotherapy and Pharmaceutical Care, GUIDE, University of Groningen, Groningen, Netherlands, Department of Psychiatry, University Medical Center Groningen, Groningen, Netherlands; Brouwers J.R., Department of Pharmacotherapy and Pharmaceutical Care, GUIDE, University of Groningen, Groningen, Netherlands, Department of Clinical Pharmacy and Pharmacology, Zorggroep Noorderbreedte and de Tjongerschans, Leeuwarden, Netherlands; Matroos G.E., Dr. D.R. Capriles Clinic, Curaçao, Netherlands Antilles, Netherlands; Van Os J., Psychiatry and Neuropsychology, Maastricht University, Maastricht, Netherlands; Hoek H.W., Department of Psychiatry, University Medical Center Groningen, Groningen, Netherlands, Parnassia Psychiatric Institute, The Hague, Netherlands; Van Harten P.N., Department of Psychiatry, University Medical Center Groningen, Groningen, Netherlands, Symfora Group Psychiatric Centre, Amersfoort, Netherlands","A. F. Al Hadithy; University of Groningen, Pharmacotherapy and Pharmaceutical Care, 9713 AV Groningen, Antonius Deusinglaan 1, Netherlands; email: a.f.y.al.hadithy@rug.nl","","","1552485X","","AJMGE","18389501","English","Am. J. Med. Genet. Part B Neuropsychiatr. Genet.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-51449106702"
"Jin H.; Meyer J.M.; Mudaliar S.; Jeste D.V.","Jin, Hua (56525760300); Meyer, Jonathan M. (7406096012); Mudaliar, Sunder (7006342609); Jeste, Dilip V. (36014098400)","56525760300; 7406096012; 7006342609; 36014098400","Impact of atypical antipsychotic therapy on leptin, ghrelin, and adiponectin","2008","Schizophrenia Research","100","1-3","","70","85","15","129","10.1016/j.schres.2007.11.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40049095675&doi=10.1016%2fj.schres.2007.11.026&partnerID=40&md5=a7a2ed934a6166c6efb018cd1fe4ba01","Department of Psychiatry, University of California at San Diego, United States; Psychiatric Service, San Diego VA Healthcare System, United States; Department of Medicine, endocrinology division, UCSD and San Diego VA Healthcare System, La Jolla, CA 92161, 3350 La Jolla Village Drive, United States","Jin H., Department of Psychiatry, University of California at San Diego, United States, Psychiatric Service, San Diego VA Healthcare System, United States; Meyer J.M., Department of Psychiatry, University of California at San Diego, United States, Psychiatric Service, San Diego VA Healthcare System, United States; Mudaliar S., Department of Medicine, endocrinology division, UCSD and San Diego VA Healthcare System, La Jolla, CA 92161, 3350 La Jolla Village Drive, United States; Jeste D.V., Department of Psychiatry, University of California at San Diego, United States, Psychiatric Service, San Diego VA Healthcare System, United States","H. Jin; Department of Psychiatry, University of California at San Diego, United States; email: hjin@ucsd.edu","","","09209964","","SCRSE","18206351","English","Schizophr. Res.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-40049095675"
"Kane J.M.; Perlis R.H.; Malhotra A.K.","Kane, John M. (24387940700); Perlis, Roy H. (34572658900); Malhotra, Anil K. (7201832955)","24387940700; 34572658900; 7201832955","Clinical insights into pharmacogenetics and schizophrenia, part 1","2008","Journal of Clinical Psychiatry","69","3","","487","494","7","1","10.4088/JCP.v69n0322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42249108686&doi=10.4088%2fJCP.v69n0322&partnerID=40&md5=bae743394c3c4a9f117db0afffe0f91c","Department of Psychiatry, Zucker Hillside Hospital, Glen Oaks, NY, United States; Department of Psychiatry and Behavioral Sciences, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States; Department of Psychiatry, Massachusetts General Hospital, Harvard Medical School, Boston, MA, United States; Psychiatry Research Program, Zucker Hillside Hospital, Glen Oaks, NY, United States","Kane J.M., Department of Psychiatry, Zucker Hillside Hospital, Glen Oaks, NY, United States, Department of Psychiatry and Behavioral Sciences, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States; Perlis R.H., Department of Psychiatry, Massachusetts General Hospital, Harvard Medical School, Boston, MA, United States; Malhotra A.K., Department of Psychiatry and Behavioral Sciences, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States, Psychiatry Research Program, Zucker Hillside Hospital, Glen Oaks, NY, United States","","","Physicians Postgraduate Press Inc.","01606689","","JCLPD","18402499","English","J. Clin. Psychiatry","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-42249108686"
"Murray M.","Murray, Michael (35378413600)","35378413600","Role of CYP pharmacogenetics and drug-drug interactions in the efficacy and safety of atypical and other antipsychotic agents","2006","Journal of Pharmacy and Pharmacology","58","7","","871","885","14","107","10.1211/jpp.58.7.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745668685&doi=10.1211%2fjpp.58.7.0001&partnerID=40&md5=e5661fb83721ec696005d271c0f1d052","Pharmacogenomics and Drug Development Group, Faculty of Pharmacy, University of Sydney, Sydney, NSW 2006, Australia","Murray M., Pharmacogenomics and Drug Development Group, Faculty of Pharmacy, University of Sydney, Sydney, NSW 2006, Australia","M. Murray; Pharmacogenomics and Drug Development Group, Faculty of Pharmacy, University of Sydney, Sydney, NSW 2006, Australia; email: michaelm@pharm.usyd.edu.au","","","00223573","","JPPMA","16805946","English","J. Pharm. Pharmacol.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-33745668685"
"Baumann P.","Baumann, Pierre (7202039228)","7202039228","Pharmacovigilance in psychiatry: Pharmacogenetic tests and therapeutic drug monitoring are promising tools","2008","Expert Review of Clinical Pharmacology","1","2","","183","185","2","1","10.1586/17512433.1.2.183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49249129635&doi=10.1586%2f17512433.1.2.183&partnerID=40&md5=287303a6166799a8e4dd8db88b7bc41d","Département de Psychiatrie (DP), CHUV, CH-1008 Pritty-Lausanne, Switzerland","Baumann P., Département de Psychiatrie (DP), CHUV, CH-1008 Pritty-Lausanne, Switzerland","P. Baumann; Département de Psychiatrie (DP), CHUV, CH-1008 Pritty-Lausanne, Switzerland; email: pierre.baumann@chuv.ch","","","17512433","","","","English","Expert Rev. Clin. Pharmacol.","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-49249129635"
"Wise R.G.; Tracey I.","Wise, Richard G. (35394428700); Tracey, Irene (57191026623)","35394428700; 57191026623","The role of fMRI in drug discovery","2006","Journal of Magnetic Resonance Imaging","23","6","","862","876","14","176","10.1002/jmri.20584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744767131&doi=10.1002%2fjmri.20584&partnerID=40&md5=34f1bf6c6345356a28fecd06e4ed2eaf","Pain Imaging Neuroscience Group, Department of Human Anatomy and Genetics, University of Oxford, Oxford, South Parks Road, United Kingdom; Department of Clinical Neurology, University of Oxford, John Radcliffe Hospital, Oxford OX3 9DU, United Kingdom","Wise R.G., Pain Imaging Neuroscience Group, Department of Human Anatomy and Genetics, University of Oxford, Oxford, South Parks Road, United Kingdom, Department of Clinical Neurology, University of Oxford, John Radcliffe Hospital, Oxford OX3 9DU, United Kingdom; Tracey I., Pain Imaging Neuroscience Group, Department of Human Anatomy and Genetics, University of Oxford, Oxford, South Parks Road, United Kingdom, Department of Clinical Neurology, University of Oxford, John Radcliffe Hospital, Oxford OX3 9DU, United Kingdom","R.G. Wise; Department of Clinical Neurology, University of Oxford, John Radcliffe Hospital, Oxford OX3 9DU, United Kingdom; email: wise@fmrib.ox.ac.uk","","","15222586","","JMRIF","16649197","English","J. Magn. Reson. Imaging","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-33744767131"
"De Leon J.; Sandson N.B.; Cozza K.L.","De Leon, Jose (7103355979); Sandson, Neil B. (6508370544); Cozza, Kelly L. (6701528119)","7103355979; 6508370544; 6701528119","A preliminary attempt to personalize risperidone dosing using drug-drug interactions and genetics: Part II","2008","Psychosomatics","49","4","","347","361","14","35","10.1176/appi.psy.49.4.347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149124547&doi=10.1176%2fappi.psy.49.4.347&partnerID=40&md5=f6fca57792e51af3b5cdced86f15436f","Mental Health Research Center, Eastern State Hospital, Lexington, KY 40508, 627 West 4th St., United States; University of Kentucky Mental Health Research Center, Eastern State Hospital, Lexington, KY, United States; Department of Psychiatry, College of Medicine, University of Kentucky, Lexington, KY, United States; Department of Psychiatry, Institute of Neurosciences, University of Granada, Granada, Spain; Veterans Affairs of Maryland Health Care System; Psychopharmacology Consultation Service, Sheppard Pratt Health System, Towson, MD, United States; Department of Psychiatry, University of Maryland Medical System, Baltimore, MD, United States; Infectious Disease Service, Department of Medicine, Walter Reed Army Medical Center, Washington, DC, United States; Department of Psychiatry, Uniformed Services University of Health Sciences, Bethesda, MD, United States","De Leon J., Mental Health Research Center, Eastern State Hospital, Lexington, KY 40508, 627 West 4th St., United States, University of Kentucky Mental Health Research Center, Eastern State Hospital, Lexington, KY, United States, Department of Psychiatry, College of Medicine, University of Kentucky, Lexington, KY, United States, Department of Psychiatry, Institute of Neurosciences, University of Granada, Granada, Spain; Sandson N.B., Veterans Affairs of Maryland Health Care System, Psychopharmacology Consultation Service, Sheppard Pratt Health System, Towson, MD, United States, Department of Psychiatry, University of Maryland Medical System, Baltimore, MD, United States; Cozza K.L., Infectious Disease Service, Department of Medicine, Walter Reed Army Medical Center, Washington, DC, United States, Department of Psychiatry, Uniformed Services University of Health Sciences, Bethesda, MD, United States","J. De Leon; Mental Health Research Center, Eastern State Hospital, Lexington, KY 40508, 627 West 4th St., United States; email: jdeleon@uky.edu","","American Psychiatric Publishing Inc.","00333182","","PSYCB","18621942","English","Psychosomatics","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-46149124547"
